pu,threat,amount,action_cost,status
895,2,0.01883,1,0
896,2,0.05432,1,0
897,2,0.14244,1,0
898,2,0.86077,1,0
899,2,0.00759,1,0
901,2,0.04895,1,0
902,2,0.07335,1,0
904,2,0.00489,1,0
906,2,0.00092,1,0
907,2,0.01624,1,0
908,2,0.02027,1,0
909,2,0.52221,1,0
910,2,0.06681,1,0
911,2,0.10129,1,0
912,2,0.29609,1,0
913,2,0.02153,1,0
914,2,0.03011,1,0
915,2,0.04142,1,0
916,2,0.22694,1,0
917,2,0.12877,1,0
918,2,0.10245,1,0
919,2,0.09916,1,0
920,2,0.03541,1,0
922,2,0.00361,1,0
923,2,0.06914,1,0
924,2,0.05147,1,0
925,2,0.00584,1,0
926,2,0.02049,1,0
927,2,0.01915,1,0
930,2,0.03539,1,0
931,2,0.09171,1,0
932,2,0.08454,1,0
933,2,0.47791,1,0
934,2,0.02235,1,0
935,2,0.41995,1,0
936,2,0.00833,1,0
937,2,0.0002,1,0
938,2,0.02928,1,0
939,2,0.02786,1,0
940,2,0.05521,1,0
941,2,0.01784,1,0
943,2,0.00415,1,0
945,2,0.06628,1,0
946,2,0.04821,1,0
947,2,0.25914,1,0
948,2,0.04583,1,0
949,2,0.01078,1,0
950,2,0.28696,1,0
951,2,0.05225,1,0
952,2,0.13175,1,0
953,2,0.08323,1,0
954,2,0.09494,1,0
955,2,0.02492,1,0
956,2,0.2221,1,0
957,2,0.34402,1,0
958,2,0.24538,1,0
959,2,0.57206,1,0
960,2,0.05236,1,0
961,2,0.05209,1,0
962,2,0.54545,1,0
963,2,0.1393,1,0
964,2,0.21413,1,0
965,2,0.68419,1,0
966,2,0.10408,1,0
967,2,0.09121,1,0
968,2,0.52585,1,0
969,2,0.71804,1,0
970,2,0.12733,1,0
971,2,0.05625,1,0
972,2,0.1538,1,0
973,2,0.83725,1,0
974,2,0.17953,1,0
975,2,0.30908,1,0
976,2,0.07611,1,0
977,2,0.18658,1,0
978,2,0.07604,1,0
979,2,0.04536,1,0
980,2,0.10491,1,0
981,2,0.20527,1,0
982,2,0.18211,1,0
983,2,0.32321,1,0
984,2,0.19674,1,0
985,2,0.65437,1,0
986,2,0.63831,1,0
987,2,0.1762,1,0
988,2,0.47861,1,0
989,2,0.23236,1,0
990,2,0.0344,1,0
991,2,0.73531,1,0
992,2,0.17589,1,0
993,2,0.20094,1,0
994,2,0.22196,1,0
995,2,0.25733,1,0
996,2,0.70606,1,0
997,2,0.46895,1,0
998,2,0.49347,1,0
999,2,0.73112,1,0
1000,2,0.06279,1,0
1001,2,0.07766,1,0
1002,2,0.25681,1,0
1003,2,0.16051,1,0
1004,2,0.53739,1,0
1005,2,0.12031,1,0
1006,2,0.12419,1,0
1007,2,0.2628,1,0
1008,2,0.3112,1,0
1009,2,0.22189,1,0
1010,2,0.3829,1,0
1011,2,0.72467,1,0
1012,2,0.01484,1,0
1013,2,0.21728,1,0
1014,2,0.03835,1,0
1015,2,0.07044,1,0
1016,2,0.63536,1,0
1017,2,0.17907,1,0
1018,2,0.12869,1,0
1019,2,0.20087,1,0
1020,2,0.06995,1,0
1021,2,0.05559,1,0
1022,2,0.05535,1,0
1023,2,0.13845,1,0
1024,2,0.21526,1,0
1025,2,0.17575,1,0
1026,2,0.03196,1,0
1027,2,0.32432,1,0
1029,2,0.03086,1,0
1030,2,0.0476,1,0
1031,2,0.30388,1,0
1033,2,0.23084,1,0
1034,2,0.00649,1,0
1036,2,0.28407,1,0
1038,2,0.06069,1,0
1040,2,0.26138,1,0
1041,2,0.23882,1,0
1042,2,0.54967,1,0
1043,2,0.15933,1,0
1044,2,0.49836,1,0
1045,2,0.00006,1,0
1046,2,0.36032,1,0
1047,2,0.28949,1,0
1048,2,0.71681,1,0
1050,2,0.0534,1,0
1051,2,0.36767,1,0
1053,2,0.73503,1,0
1054,2,0.3269,1,0
1055,2,0.63598,1,0
1056,2,0.70021,1,0
1057,2,0.49836,1,0
1058,2,0.00227,1,0
1059,2,0.60703,1,0
1060,2,0.22438,1,0
1061,2,0.02858,1,0
1063,2,0.00236,1,0
1065,2,0.50447,1,0
1066,2,0.01641,1,0
1067,2,0.02378,1,0
1068,2,0.0224,1,0
1069,2,0.08527,1,0
1070,2,0.24624,1,0
1071,2,0.0095,1,0
1072,2,0.49176,1,0
1073,2,0.02863,1,0
1074,2,0.005,1,0
1075,2,0.09239,1,0
1076,2,0.00412,1,0
1078,2,0.07653,1,0
1079,2,0.03138,1,0
1081,2,0.13872,1,0
1082,2,0.41153,1,0
1083,2,0.17455,1,0
1084,2,0.07615,1,0
1085,2,0.20347,1,0
1086,2,0.01316,1,0
1087,2,0.41901,1,0
1088,2,0.01195,1,0
1089,2,0.54257,1,0
1090,2,0.00933,1,0
1091,2,0.2414,1,0
1092,2,0.47717,1,0
1093,2,0.41907,1,0
1094,2,0.62073,1,0
1095,2,0.06403,1,0
1096,2,0.31885,1,0
1097,2,0.46091,1,0
1098,2,0.18609,1,0
1099,2,0.25274,1,0
1100,2,0.69649,1,0
1101,2,0.14332,1,0
1102,2,0.06813,1,0
1103,2,0.48083,1,0
1104,2,0.62011,1,0
1105,2,0.03147,1,0
1106,2,0.17766,1,0
1107,2,0.00281,1,0
1108,2,0.45862,1,0
1109,2,0.28489,1,0
1110,2,0.57235,1,0
1111,2,0.29443,1,0
1112,2,0.02367,1,0
1113,2,0.67603,1,0
1114,2,0.04529,1,0
1115,2,0.50882,1,0
1116,2,0.13854,1,0
1117,2,0.44084,1,0
1118,2,0.15064,1,0
1119,2,0.04559,1,0
1120,2,0.07755,1,0
1121,2,0.05997,1,0
1122,2,0.00565,1,0
1123,2,0.10114,1,0
1124,2,0.30285,1,0
1125,2,0.32541,1,0
1126,2,0.62653,1,0
1127,2,0.45311,1,0
1128,2,0.00511,1,0
1129,2,0.4214,1,0
1131,2,0.06899,1,0
1132,2,0.31172,1,0
1133,2,0.64133,1,0
1134,2,0.14629,1,0
1135,2,0.77536,1,0
1137,2,0.27082,1,0
1138,2,0.50998,1,0
1139,2,0.6819,1,0
1140,2,0.02848,1,0
1141,2,0.38431,1,0
1142,2,0.22999,1,0
1143,2,0.32396,1,0
1144,2,0.1397,1,0
1145,2,0.05258,1,0
1146,2,0.48875,1,0
1147,2,0.67102,1,0
1148,2,0.48683,1,0
1149,2,0.11846,1,0
1150,2,0.00173,1,0
1151,2,0.24697,1,0
1152,2,0.52849,1,0
1153,2,0.00429,1,0
1154,2,0.14576,1,0
1155,2,0.04376,1,0
1156,2,0.35538,1,0
1157,2,0.38184,1,0
1158,2,0.02174,1,0
1159,2,0.04351,1,0
1161,2,0.38318,1,0
1162,2,0.47799,1,0
1163,2,0.02899,1,0
1164,2,0.04677,1,0
1166,2,0.05027,1,0
1167,2,0.50896,1,0
1168,2,0.5125,1,0
1169,2,0.22049,1,0
1170,2,0.84083,1,0
1171,2,0.22448,1,0
1172,2,0.05476,1,0
1173,2,0.02485,1,0
1174,2,0.06259,1,0
1175,2,0.11188,1,0
1176,2,0.07978,1,0
1177,2,0.16342,1,0
1178,2,0.30528,1,0
1179,2,0.22848,1,0
1180,2,0.63109,1,0
1181,2,0.01537,1,0
1182,2,0.03762,1,0
1183,2,0.03513,1,0
1184,2,0.02748,1,0
1185,2,0.0746,1,0
1186,2,0.13225,1,0
1187,2,0.03738,1,0
1188,2,0.0705,1,0
1189,2,0.15531,1,0
1190,2,0.0441,1,0
1191,2,0.315,1,0
1192,2,0.03349,1,0
1193,2,0.11434,1,0
1194,2,0.04634,1,0
1195,2,0.07995,1,0
1196,2,0.01923,1,0
1197,2,0.09968,1,0
1198,2,0.17824,1,0
1199,2,0.02919,1,0
1200,2,0.08845,1,0
1201,2,0.02386,1,0
1202,2,0.05881,1,0
1203,2,0.23775,1,0
1204,2,0.10219,1,0
1205,2,0.07287,1,0
1206,2,0.05169,1,0
1207,2,0.24791,1,0
1208,2,0.18044,1,0
1209,2,0.05171,1,0
1210,2,0.06699,1,0
1211,2,0.2099,1,0
1212,2,0.18322,1,0
1213,2,0.20112,1,0
1214,2,0.19503,1,0
1215,2,0.28143,1,0
1216,2,0.19939,1,0
1217,2,0.12048,1,0
1218,2,0.19514,1,0
597,3,1,1,0
610,3,1,1,0
611,3,3,1,0
613,3,1,1,0
614,3,1,1,0
615,3,1,1,0
616,3,2,1,0
617,3,3,1,0
618,3,2,1,0
619,3,1,1,0
620,3,5,1,0
622,3,5,1,0
623,3,2,1,0
630,3,1,1,0
635,3,1,1,0
636,3,1,1,0
639,3,4,1,0
643,3,5,1,0
646,3,3,1,0
649,3,3,1,0
650,3,3,1,0
651,3,9,1,0
653,3,1,1,0
654,3,4,1,0
655,3,2,1,0
656,3,1,1,0
657,3,1,1,0
658,3,2,1,0
660,3,1,1,0
661,3,2,1,0
662,3,1,1,0
664,3,1,1,0
665,3,5,1,0
666,3,5,1,0
667,3,3,1,0
668,3,1,1,0
669,3,1,1,0
670,3,2,1,0
672,3,6,1,0
673,3,3,1,0
682,3,14,1,0
684,3,1,1,0
685,3,2,1,0
687,3,4,1,0
688,3,3,1,0
690,3,1,1,0
692,3,5,1,0
693,3,6,1,0
694,3,1,1,0
696,3,6,1,0
697,3,1,1,0
702,3,2,1,0
705,3,10,1,0
712,3,6,1,0
715,3,2,1,0
717,3,5,1,0
718,3,2,1,0
722,3,7,1,0
723,3,1,1,0
726,3,1,1,0
728,3,9,1,0
729,3,2,1,0
730,3,2,1,0
732,3,1,1,0
735,3,1,1,0
737,3,2,1,0
739,3,4,1,0
744,3,2,1,0
745,3,1,1,0
747,3,3,1,0
748,3,4,1,0
749,3,1,1,0
750,3,5,1,0
751,3,1,1,0
752,3,2,1,0
753,3,1,1,0
754,3,1,1,0
756,3,1,1,0
761,3,3,1,0
762,3,4,1,0
763,3,1,1,0
764,3,3,1,0
766,3,2,1,0
767,3,4,1,0
768,3,1,1,0
769,3,2,1,0
770,3,2,1,0
772,3,11,1,0
773,3,3,1,0
775,3,6,1,0
776,3,1,1,0
777,3,4,1,0
779,3,2,1,0
780,3,3,1,0
786,3,3,1,0
787,3,1,1,0
788,3,1,1,0
795,3,2,1,0
798,3,12,1,0
800,3,1,1,0
802,3,1,1,0
805,3,1,1,0
806,3,1,1,0
808,3,1,1,0
809,3,17,1,0
813,3,14,1,0
814,3,2,1,0
816,3,13,1,0
817,3,2,1,0
818,3,8,1,0
819,3,1,1,0
820,3,1,1,0
822,3,2,1,0
823,3,1,1,0
825,3,5,1,0
826,3,1,1,0
829,3,6,1,0
832,3,3,1,0
834,3,2,1,0
836,3,1,1,0
839,3,5,1,0
840,3,2,1,0
844,3,4,1,0
845,3,1,1,0
847,3,5,1,0
852,3,1,1,0
854,3,2,1,0
855,3,1,1,0
860,3,1,1,0
862,3,1,1,0
866,3,1,1,0
867,3,1,1,0
869,3,21,1,0
870,3,5,1,0
872,3,2,1,0
873,3,1,1,0
875,3,5,1,0
880,3,1,1,0
882,3,1,1,0
885,3,2,1,0
886,3,1,1,0
897,3,1,1,0
910,3,1,1,0
911,3,4,1,0
914,3,4,1,0
915,3,1,1,0
916,3,5,1,0
917,3,1,1,0
921,3,11,1,0
924,3,1,1,0
927,3,3,1,0
928,3,1,1,0
930,3,2,1,0
931,3,1,1,0
932,3,2,1,0
934,3,1,1,0
935,3,2,1,0
936,3,1,1,0
937,3,1,1,0
938,3,1,1,0
939,3,2,1,0
940,3,2,1,0
943,3,1,1,0
945,3,2,1,0
947,3,2,1,0
952,3,2,1,0
954,3,3,1,0
955,3,3,1,0
958,3,1,1,0
961,3,1,1,0
967,3,2,1,0
975,3,1,1,0
977,3,2,1,0
981,3,1,1,0
985,3,1,1,0
987,3,9,1,0
990,3,5,1,0
993,3,1,1,0
994,3,4,1,0
995,3,2,1,0
1001,3,1,1,0
1002,3,4,1,0
1003,3,3,1,0
1004,3,1,1,0
1005,3,1,1,0
1007,3,9,1,0
1008,3,1,1,0
1011,3,1,1,0
1012,3,2,1,0
1016,3,1,1,0
1017,3,6,1,0
1018,3,2,1,0
1019,3,3,1,0
1020,3,4,1,0
1022,3,3,1,0
1024,3,3,1,0
1025,3,2,1,0
1028,3,1,1,0
1032,3,1,1,0
1034,3,1,1,0
1035,3,4,1,0
1037,3,5,1,0
1039,3,4,1,0
1041,3,2,1,0
1043,3,1,1,0
1044,3,1,1,0
1045,3,2,1,0
1047,3,4,1,0
1048,3,1,1,0
1049,3,1,1,0
1050,3,4,1,0
1052,3,1,1,0
1053,3,1,1,0
1057,3,1,1,0
1058,3,3,1,0
1062,3,5,1,0
1063,3,2,1,0
1064,3,1,1,0
1065,3,1,1,0
1067,3,2,1,0
1069,3,2,1,0
1071,3,3,1,0
1072,3,1,1,0
1073,3,4,1,0
1074,3,2,1,0
1075,3,1,1,0
1076,3,4,1,0
1078,3,5,1,0
1079,3,13,1,0
1080,3,2,1,0
1082,3,1,1,0
1084,3,7,1,0
1086,3,10,1,0
1089,3,1,1,0
1090,3,6,1,0
1092,3,2,1,0
1093,3,8,1,0
1094,3,4,1,0
1095,3,1,1,0
1096,3,6,1,0
1099,3,7,1,0
1101,3,1,1,0
1102,3,3,1,0
1103,3,1,1,0
1107,3,10,1,0
1108,3,1,1,0
1109,3,11,1,0
1114,3,2,1,0
1115,3,2,1,0
1116,3,3,1,0
1117,3,1,1,0
1118,3,1,1,0
1120,3,3,1,0
1121,3,1,1,0
1122,3,1,1,0
1125,3,1,1,0
1126,3,1,1,0
1127,3,1,1,0
1128,3,6,1,0
1129,3,1,1,0
1130,3,12,1,0
1131,3,6,1,0
1132,3,5,1,0
1134,3,1,1,0
1136,3,1,1,0
1139,3,1,1,0
1142,3,1,1,0
1143,3,2,1,0
1144,3,7,1,0
1145,3,1,1,0
1148,3,2,1,0
1149,3,2,1,0
1150,3,18,1,0
1151,3,1,1,0
1155,3,1,1,0
1164,3,1,1,0
1165,3,33,1,0
1166,3,1,1,0
1167,3,1,1,0
1173,3,3,1,0
1174,3,2,1,0
1175,3,1,1,0
1177,3,1,1,0
1179,3,2,1,0
1180,3,2,1,0
1184,3,1,1,0
1186,3,7,1,0
1190,3,7,1,0
1191,3,4,1,0
1192,3,1,1,0
1193,3,1,1,0
1195,3,3,1,0
1196,3,2,1,0
1198,3,5,1,0
1199,3,1,1,0
1200,3,1,1,0
1201,3,4,1,0
1202,3,1,1,0
1203,3,1,1,0
1204,3,1,1,0
1208,3,1,1,0
1210,3,2,1,0
1211,3,3,1,0
1213,3,4,1,0
1214,3,2,1,0
1215,3,3,1,0
1218,3,1,1,0
416,4,0.70943,1,0
417,4,0.5652,1,0
418,4,0.75473,1,0
419,4,0.85714,1,0
420,4,1.5913,1,0
422,4,1.01536,1,0
423,4,0.57247,1,0
424,4,0.85881,1,0
425,4,0.74747,1,0
426,4,0.21453,1,0
427,4,0.6511,1,0
428,4,0.64469,1,0
429,4,0.87896,1,0
430,4,1.1016,1,0
431,4,0.10754,1,0
432,4,0.74849,1,0
433,4,0.48595,1,0
434,4,0.66704,1,0
435,4,1.27502,1,0
436,4,0.58726,1,0
437,4,0.56077,1,0
438,4,0.94623,1,0
439,4,0.89885,1,0
440,4,1.23212,1,0
441,4,1.23016,1,0
442,4,0.14575,1,0
443,4,0.63245,1,0
444,4,1.07971,1,0
445,4,1.11677,1,0
446,4,0.68783,1,0
447,4,1.16332,1,0
448,4,0.88722,1,0
449,4,0.67966,1,0
450,4,1.02814,1,0
451,4,0.81433,1,0
452,4,1.29768,1,0
453,4,0.36026,1,0
454,4,0.74067,1,0
455,4,1.0644,1,0
456,4,0.56839,1,0
457,4,0.71733,1,0
458,4,1.90645,1,0
459,4,1.04744,1,0
460,4,1.39005,1,0
461,4,0.48823,1,0
462,4,1.38237,1,0
463,4,2.43407,1,0
464,4,1.06106,1,0
465,4,0.63995,1,0
466,4,1.2263,1,0
467,4,1.06518,1,0
468,4,0.65339,1,0
469,4,0.87428,1,0
470,4,0.21582,1,0
472,4,0.45988,1,0
473,4,1.08231,1,0
474,4,0.76599,1,0
475,4,0.70334,1,0
476,4,0.62819,1,0
477,4,0.72684,1,0
478,4,0.29593,1,0
482,4,0.36234,1,0
483,4,0.65351,1,0
484,4,0.81107,1,0
485,4,1.09428,1,0
486,4,0.58376,1,0
487,4,0.93144,1,0
488,4,0.60811,1,0
489,4,0.91184,1,0
490,4,1.18057,1,0
491,4,0.44883,1,0
492,4,2.18057,1,0
493,4,0.81657,1,0
494,4,1.03308,1,0
495,4,0.49242,1,0
496,4,0.43484,1,0
497,4,0.80197,1,0
498,4,0.71831,1,0
499,4,0.98289,1,0
500,4,1.14166,1,0
501,4,0.84587,1,0
502,4,0.60483,1,0
503,4,0.8737,1,0
504,4,0.50537,1,0
505,4,0.64709,1,0
506,4,0.65783,1,0
507,4,0.71581,1,0
508,4,0.76802,1,0
509,4,0.59754,1,0
510,4,1.12923,1,0
511,4,0.53443,1,0
512,4,0.62998,1,0
513,4,0.76714,1,0
514,4,0.7491,1,0
516,4,0.03359,1,0
517,4,0.04435,1,0
518,4,1.27362,1,0
519,4,0.76709,1,0
520,4,0.41258,1,0
521,4,0.46715,1,0
522,4,0.68994,1,0
523,4,0.61336,1,0
524,4,0.71175,1,0
525,4,0.78517,1,0
526,4,0.57493,1,0
527,4,0.87462,1,0
528,4,0.79672,1,0
529,4,0.12047,1,0
530,4,1.01086,1,0
531,4,0.73022,1,0
532,4,0.42641,1,0
533,4,0.52858,1,0
534,4,0.72452,1,0
535,4,0.69299,1,0
536,4,0.71703,1,0
537,4,0.45483,1,0
538,4,0.61561,1,0
539,4,0.70752,1,0
540,4,0.77311,1,0
541,4,1.84251,1,0
542,4,1.22462,1,0
543,4,0.87944,1,0
544,4,0.58768,1,0
545,4,0.4179,1,0
546,4,0.48095,1,0
547,4,1.07308,1,0
548,4,0.72396,1,0
549,4,0.44737,1,0
550,4,0.68622,1,0
551,4,0.69673,1,0
552,4,0.83572,1,0
553,4,1.75637,1,0
554,4,0.83819,1,0
555,4,0.84549,1,0
556,4,0.50651,1,0
557,4,0.65932,1,0
558,4,0.98133,1,0
559,4,0.46094,1,0
560,4,0.43406,1,0
561,4,0.53624,1,0
562,4,0.46597,1,0
563,4,0.90797,1,0
564,4,0.87115,1,0
565,4,1.21361,1,0
566,4,0.94029,1,0
567,4,0.60047,1,0
568,4,0.71268,1,0
569,4,2.86949,1,0
570,4,0.4052,1,0
571,4,0.54142,1,0
572,4,0.48915,1,0
573,4,0.70385,1,0
574,4,0.68209,1,0
575,4,1.93875,1,0
576,4,1.24047,1,0
577,4,0.78876,1,0
578,4,0.61589,1,0
579,4,2.40119,1,0
580,4,0.9074,1,0
581,4,0.4735,1,0
582,4,0.72328,1,0
583,4,1.12654,1,0
584,4,3.88314,1,0
585,4,0.89093,1,0
586,4,0.87169,1,0
587,4,0.51187,1,0
588,4,0.70506,1,0
589,4,0.4837,1,0
590,4,0.68959,1,0
591,4,0.49212,1,0
592,4,0.79823,1,0
593,4,0.43561,1,0
594,4,1.41,1,0
416,5,0.7094264527495,1,0
417,5,0.565200441409,1,0
418,5,0.754730560478,1,0
419,5,0.8571380968835,1,0
420,5,1.5913025328618,1,0
422,5,1.015358342353,1,0
423,5,0.572466931892,1,0
424,5,0.858814666317,1,0
425,5,0.7474687211441,1,0
426,5,0.214530631405,1,0
427,5,0.651100449706,1,0
428,5,0.6446872978803,1,0
429,5,0.8789639132851,1,0
430,5,1.101595593171,1,0
431,5,0.107541188709,1,0
432,5,0.748487348638,1,0
433,5,0.4859485233411,1,0
434,5,0.6670393884227,1,0
435,5,1.275015730034,1,0
436,5,0.5872574447644,1,0
437,5,0.560773188323,1,0
438,5,0.946229833299,1,0
439,5,0.8988484472107,1,0
440,5,1.232118774562,1,0
441,5,1.2301617728172,1,0
442,5,0.145748486814,1,0
443,5,0.6324529035652,1,0
444,5,1.079714090568,1,0
445,5,1.116765235907,1,0
446,5,0.687832041241,1,0
447,5,1.1633193767377,1,0
448,5,0.887215099715,1,0
449,5,0.6796590405054,1,0
450,5,1.028135988311,1,0
451,5,0.814329807211,1,0
452,5,1.29767557405498,1,0
453,5,0.3602577683887,1,0
454,5,0.7406738502715,1,0
455,5,1.06439669721,1,0
456,5,0.5683937163212,1,0
457,5,0.7173292269276,1,0
458,5,1.90645139253337,1,0
459,5,1.04744209816,1,0
460,5,1.390049601432,1,0
461,5,0.488229764222,1,0
462,5,1.382371000828,1,0
463,5,2.434071832448,1,0
464,5,1.061056539013,1,0
465,5,0.6399549661804,1,0
466,5,1.22630141038,1,0
467,5,1.0651760559725,1,0
468,5,0.6533868858609,1,0
469,5,0.874277347521,1,0
470,5,0.2158184523812,1,0
472,5,0.4598768258881,1,0
473,5,1.0823097170447,1,0
474,5,0.765987414299,1,0
475,5,0.703341221335,1,0
476,5,0.6281877072246,1,0
477,5,0.7268392029592,1,0
478,5,0.2959273709348,1,0
482,5,0.362343988461,1,0
483,5,0.6535056819852,1,0
484,5,0.8110703188,1,0
485,5,1.094278203051,1,0
486,5,0.5837566201712,1,0
487,5,0.9314449607402,1,0
488,5,0.6081097191886,1,0
489,5,0.911843480593,1,0
490,5,1.18056523052,1,0
491,5,0.448829365079,1,0
492,5,2.180567069692,1,0
493,5,0.816565222062,1,0
494,5,1.033078538303,1,0
495,5,0.4924169282476,1,0
496,5,0.434837918224,1,0
497,5,0.8019744689205,1,0
498,5,0.718312513413,1,0
499,5,0.982894733481,1,0
500,5,1.141664396047,1,0
501,5,0.845871815738,1,0
502,5,0.604834519333,1,0
503,5,0.873698938972,1,0
504,5,0.505367957889,1,0
505,5,0.6470859061094,1,0
506,5,0.657827144478,1,0
507,5,0.7158092378119,1,0
508,5,0.768024203389,1,0
509,5,0.597539261648,1,0
510,5,1.12923496274,1,0
511,5,0.53443421504,1,0
512,5,0.62997583985504,1,0
513,5,0.7671445267595,1,0
514,5,0.749095016474,1,0
516,5,0.0335891363714,1,0
517,5,0.044352399737,1,0
518,5,1.273616976032,1,0
519,5,0.767090708333,1,0
520,5,0.4125833006109,1,0
521,5,0.4671488771796,1,0
522,5,0.689943547336,1,0
523,5,0.6133578310063,1,0
524,5,0.7117534348389,1,0
525,5,0.7851708887681,1,0
526,5,0.5749297276648,1,0
527,5,0.874616220808,1,0
528,5,0.79671673782,1,0
529,5,0.120468402778,1,0
530,5,1.010856780024,1,0
531,5,0.7302226027735,1,0
532,5,0.4264059072757,1,0
533,5,0.528578199191,1,0
534,5,0.724518432382,1,0
535,5,0.6929910809586,1,0
536,5,0.71703245616605,1,0
537,5,0.4548345565433,1,0
538,5,0.6156107433236,1,0
539,5,0.7075235337651,1,0
540,5,0.773109712743,1,0
541,5,1.842511636634,1,0
542,5,1.224615000047,1,0
543,5,0.8794438219201,1,0
544,5,0.587683871592,1,0
545,5,0.4179011998117,1,0
546,5,0.4809464905171,1,0
547,5,1.0730823203996,1,0
548,5,0.7239640499595,1,0
549,5,0.4473722321237,1,0
550,5,0.6862231508179,1,0
551,5,0.6967278039208,1,0
552,5,0.835715837833,1,0
553,5,1.756365438623,1,0
554,5,0.838192515433,1,0
555,5,0.845493834156,1,0
556,5,0.506508376239,1,0
557,5,0.659322343042,1,0
558,5,0.9813327061651,1,0
559,5,0.4609432906562,1,0
560,5,0.434061764222,1,0
561,5,0.5362413759155,1,0
562,5,0.4659749741962,1,0
563,5,0.90797080489,1,0
564,5,0.871147626191,1,0
565,5,1.213610744363,1,0
566,5,0.940291379398,1,0
567,5,0.600469744487,1,0
568,5,0.712682003815,1,0
569,5,2.8694896381813,1,0
570,5,0.4051969859683,1,0
571,5,0.54142420759782,1,0
572,5,0.4891526824306,1,0
573,5,0.703849561341,1,0
574,5,0.682085069918,1,0
575,5,1.938748033163,1,0
576,5,1.240472928004,1,0
577,5,0.7887563302632,1,0
578,5,0.6158935380971,1,0
579,5,2.401190176319,1,0
580,5,0.907404213298,1,0
581,5,0.4734994909526,1,0
582,5,0.723280121277,1,0
583,5,1.126544307111,1,0
584,5,3.8831357665271,1,0
585,5,0.890932739145,1,0
586,5,0.8716870237127,1,0
587,5,0.5118746760979,1,0
588,5,0.705055736413,1,0
589,5,0.483698747189,1,0
590,5,0.6895864341477,1,0
591,5,0.492115450728,1,0
592,5,0.798228997652,1,0
593,5,0.4356102272595,1,0
594,5,1.410000184233,1,0
